price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
2030000,2301,3,1,1,no,no,no,no,yes,1,no,furnished
4280000,4508,5,1,1,yes,no,no,no,yes,1,no,furnished
3450000,5731,3,1,3,yes,no,no,yes,yes,3,no,unfurnished
4150000,6165,1,2,4,yes,no,no,no,yes,2,yes,furnished
6070000,16171,1,1,4,yes,no,yes,no,no,1,no,semi-furnished
5400000,12961,5,2,3,yes,no,no,no,yes,1,no,semi-furnished
3570000,6312,1,1,1,yes,no,no,yes,no,1,no,furnished
6800000,15790,5,1,4,no,yes,no,no,yes,2,no,unfurnished
4890000,8914,2,2,2,yes,no,no,no,yes,1,no,furnished
4560000,8935,1,2,2,yes,yes,no,no,no,2,yes,unfurnished
4230000,7960,2,2,4,yes,no,no,no,yes,1,no,unfurnished
3460000,3743,4,3,3,yes,yes,no,no,no,1,no,furnished
6410000,15245,3,2,3,yes,yes,no,no,no,3,no,furnished
2770000,1852,4,3,2,yes,no,yes,no,no,1,no,semi-furnished
3590000,4185,4,2,4,no,no,yes,no,no,0,no,semi-furnished
3770000,4991,3,1,2,yes,no,no,no,yes,1,no,furnished
4770000,5713,4,1,3,yes,yes,yes,no,no,2,yes,unfurnished
3640000,3568,5,1,4,yes,yes,no,no,no,0,no,furnished
2850000,1911,3,2,3,yes,no,no,no,no,1,no,unfurnished
4640000,11509,1,1,1,yes,yes,no,yes,yes,0,no,furnished
7100000,15753,3,3,2,yes,yes,yes,no,yes,2,yes,unfurnished
4040000,3422,5,2,2,yes,no,no,no,yes,2,no,furnished
4440000,5964,2,3,4,yes,yes,no,no,yes,3,no,semi-furnished
5960000,9017,5,3,3,yes,yes,yes,no,no,1,yes,semi-furnished
6440000,15145,3,2,2,yes,no,yes,yes,yes,3,no,furnished
4940000,11751,4,1,3,yes,no,yes,no,yes,0,no,unfurnished
6600000,12798,2,3,3,yes,no,yes,no,yes,3,no,furnished
5280000,10105,5,1,2,yes,no,yes,no,no,2,no,semi-furnished
3380000,7717,1,1,2,yes,no,no,no,yes,3,no,semi-furnished
4310000,4556,2,3,4,no,yes,no,no,no,3,yes,semi-furnished
6690000,14225,3,2,3,yes,no,yes,no,yes,2,yes,furnished
5240000,13350,3,1,1,yes,no,yes,no,no,1,no,furnished
4200000,2015,3,2,3,yes,no,yes,yes,yes,2,no,furnished
5290000,12059,1,2,3,yes,no,no,no,no,3,no,semi-furnished
4190000,2877,2,3,3,yes,no,yes,no,yes,3,no,furnished
6610000,12402,1,3,3,no,yes,no,no,yes,3,yes,unfurnished
6140000,13667,3,1,4,yes,yes,yes,no,yes,0,yes,semi-furnished
2790000,3556,2,1,2,yes,yes,yes,no,yes,2,no,semi-furnished
3950000,7962,3,2,2,yes,no,no,no,yes,0,no,semi-furnished
2910000,3450,3,1,1,yes,yes,yes,no,no,2,no,furnished
4160000,9903,4,1,3,yes,no,yes,yes,no,3,no,semi-furnished
6150000,15146,3,1,2,yes,yes,yes,no,yes,0,no,furnished
2490000,2826,4,1,2,yes,no,no,no,no,2,no,semi-furnished
4820000,7434,3,3,3,yes,no,no,no,no,3,no,semi-furnished
7270000,15808,4,1,2,yes,yes,no,yes,yes,3,yes,semi-furnished
3520000,6028,4,1,2,yes,yes,no,no,yes,1,no,unfurnished
3980000,3573,2,3,2,yes,yes,yes,no,yes,0,no,furnished
4530000,8758,2,1,2,yes,no,no,no,yes,3,no,semi-furnished
5180000,9046,4,3,1,yes,yes,yes,yes,no,3,no,furnished
4530000,11294,2,1,4,yes,no,no,no,no,2,no,semi-furnished
2260000,6214,3,1,1,yes,no,no,no,no,3,no,unfurnished
5200000,15554,1,1,2,yes,no,no,no,no,0,yes,furnished
4560000,9230,3,3,3,yes,no,no,no,no,2,no,semi-furnished
3780000,5817,3,2,1,yes,no,yes,no,yes,0,no,semi-furnished
6980000,15622,4,2,3,yes,no,no,no,yes,3,yes,furnished
5870000,15105,3,1,3,yes,yes,no,no,yes,2,no,unfurnished
4340000,8912,2,1,3,yes,no,no,no,yes,3,yes,semi-furnished
3820000,2011,5,2,2,yes,yes,no,no,yes,2,yes,unfurnished
4580000,10335,3,1,1,yes,no,yes,yes,no,0,no,semi-furnished
5570000,9728,5,2,4,yes,no,no,yes,yes,0,no,unfurnished
3960000,3806,4,3,2,yes,no,no,no,yes,1,no,furnished
4550000,10874,3,3,4,no,no,no,no,no,2,no,semi-furnished
5920000,13883,5,2,1,yes,yes,yes,no,yes,0,no,unfurnished
1980000,3190,1,1,1,yes,no,no,no,no,3,no,semi-furnished
5710000,12174,5,1,4,yes,no,no,yes,yes,0,no,semi-furnished
3800000,3691,5,3,4,yes,no,no,no,no,1,no,unfurnished
6860000,12545,3,2,4,yes,no,yes,no,yes,0,yes,semi-furnished
4960000,7748,4,2,4,yes,no,yes,no,no,1,no,semi-furnished
2820000,1744,3,2,1,yes,no,no,yes,yes,1,yes,semi-furnished
6200000,15708,2,1,4,no,yes,yes,no,yes,0,no,unfurnished
3870000,4064,4,3,3,yes,no,no,no,no,2,no,unfurnished
4910000,10322,2,3,1,yes,yes,no,no,yes,3,no,semi-furnished
4010000,4290,2,3,1,no,no,yes,no,yes,3,no,furnished
6690000,15225,3,3,4,yes,no,yes,no,no,1,no,furnished
5730000,12392,5,1,2,yes,yes,no,no,yes,3,yes,semi-furnished
5570000,13353,2,1,4,yes,no,yes,no,no,3,no,unfurnished
3820000,7936,3,1,1,yes,no,no,no,no,3,no,semi-furnished
4970000,8450,1,3,2,yes,yes,no,no,yes,1,yes,furnished
4800000,10879,1,2,2,yes,yes,no,no,no,3,no,furnished
5180000,13068,1,2,2,yes,yes,no,no,yes,2,no,semi-furnished
6090000,13973,1,3,3,yes,yes,no,no,no,0,yes,unfurnished
3660000,1909,5,2,4,yes,no,no,no,yes,1,no,furnished
6540000,11304,5,3,4,yes,no,yes,no,yes,2,no,semi-furnished
4450000,3238,5,3,3,yes,yes,no,no,yes,0,yes,unfurnished
1750000,5839,1,1,1,no,no,no,no,no,1,no,unfurnished
5470000,13718,1,2,4,yes,yes,no,no,no,3,no,furnished
2440000,5294,2,3,3,yes,no,no,no,no,0,no,unfurnished
6190000,13243,3,3,3,yes,no,yes,no,no,1,no,semi-furnished
3610000,8386,2,1,3,yes,no,yes,no,no,0,yes,unfurnished
3910000,5034,3,1,4,yes,yes,yes,no,no,2,no,furnished
3780000,6513,1,2,4,yes,no,yes,no,no,0,no,semi-furnished
5830000,9372,4,3,3,yes,no,no,no,no,3,yes,semi-furnished
4710000,12782,2,1,3,no,yes,yes,no,yes,0,no,semi-furnished
5090000,10467,1,2,3,yes,yes,no,no,no,3,yes,semi-furnished
6930000,15228,4,1,2,yes,yes,yes,no,no,3,no,semi-furnished
7500000,14275,5,1,2,yes,no,yes,no,yes,3,yes,semi-furnished
5750000,12611,1,2,3,no,no,no,no,yes,3,no,furnished
5220000,10425,3,2,1,yes,no,yes,yes,yes,0,no,semi-furnished
3810000,5867,5,2,2,yes,no,no,no,no,3,no,furnished
4550000,7652,4,1,3,yes,no,no,no,yes,2,no,unfurnished
3830000,3379,5,3,4,yes,no,no,no,no,3,no,unfurnished
4550000,7094,3,1,3,yes,yes,yes,no,no,3,no,furnished
5630000,15130,2,3,2,no,no,no,no,no,2,no,furnished
4390000,7846,4,1,2,no,yes,yes,no,yes,1,no,furnished
2840000,3304,1,3,3,yes,no,no,no,no,0,no,semi-furnished
4580000,11135,2,2,3,yes,no,no,no,no,0,no,unfurnished
6860000,15656,4,2,1,no,no,yes,no,yes,1,yes,semi-furnished
6040000,14271,4,1,3,no,no,yes,no,yes,3,no,furnished
3750000,5637,1,3,2,yes,no,yes,yes,yes,2,no,furnished
5660000,8254,3,1,3,yes,no,yes,no,yes,1,yes,furnished
5590000,9376,2,2,4,yes,no,no,no,no,0,yes,unfurnished
4340000,5256,3,3,4,yes,yes,no,no,no,2,no,semi-furnished
3960000,5559,5,3,3,yes,yes,no,no,no,2,no,semi-furnished
3410000,5093,1,3,2,no,no,yes,no,no,3,yes,semi-furnished
6180000,16121,5,1,2,no,yes,no,no,no,2,no,unfurnished
5860000,12504,3,3,1,no,no,yes,no,no,2,no,semi-furnished
5990000,13884,4,3,4,yes,yes,no,no,no,3,no,unfurnished
5880000,13531,3,1,4,yes,yes,yes,no,yes,1,no,unfurnished
6180000,15605,2,1,4,yes,no,yes,no,no,3,no,semi-furnished
3990000,3181,4,3,2,yes,yes,no,no,yes,1,no,unfurnished
5630000,14477,4,1,2,yes,no,yes,no,no,0,no,furnished
1930000,2618,1,2,4,yes,no,no,no,no,1,no,semi-furnished
4640000,8567,4,1,3,yes,yes,no,no,no,0,no,furnished
5920000,10299,4,1,3,yes,no,yes,no,yes,0,yes,semi-furnished
4530000,6856,2,3,2,yes,no,no,no,no,3,yes,furnished
3910000,3776,5,1,2,yes,no,no,no,yes,3,no,furnished
3620000,4447,4,3,3,yes,no,no,no,no,0,no,furnished
6020000,13648,2,3,4,yes,no,no,no,yes,3,no,semi-furnished
3180000,6287,1,1,2,yes,no,no,no,no,0,no,semi-furnished
3650000,6165,4,1,4,no,no,no,no,no,1,no,semi-furnished
6370000,15084,2,3,1,yes,no,no,no,yes,2,no,semi-furnished
3940000,3743,4,2,2,yes,no,no,no,yes,1,no,unfurnished
5870000,14967,3,1,4,yes,no,yes,no,no,2,yes,unfurnished
6690000,15050,3,3,4,yes,no,yes,no,no,3,no,furnished
4500000,10359,1,1,4,yes,no,no,no,yes,0,no,semi-furnished
3140000,4058,4,1,2,yes,no,yes,no,yes,0,no,semi-furnished
4320000,3917,1,3,4,yes,no,yes,yes,no,3,yes,unfurnished
4000000,5792,3,1,4,yes,yes,yes,yes,no,2,no,semi-furnished
4920000,10051,5,2,4,yes,yes,no,no,no,2,no,unfurnished
4250000,3885,5,3,1,yes,no,yes,no,yes,1,no,furnished
5090000,8279,5,2,3,yes,no,no,no,no,1,yes,semi-furnished
4210000,3330,5,2,4,yes,no,no,no,yes,2,no,unfurnished
5440000,9511,3,2,4,yes,yes,no,no,yes,2,no,semi-furnished
1970000,1957,2,1,1,yes,no,yes,no,no,0,no,unfurnished
6820000,11966,5,2,4,yes,no,no,no,yes,2,yes,furnished
3340000,2456,5,3,1,yes,no,no,no,no,2,no,furnished
2980000,4484,5,1,2,yes,no,no,no,no,0,no,furnished
3960000,4191,4,3,3,yes,no,no,no,no,1,no,furnished
5450000,13740,1,2,2,yes,no,yes,no,no,3,no,furnished
